TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
4 1 -1 -1 -1 -1 -1 -1 1996 1 -1 1 4 90 90 1 1 1 6 6 6 1 6 6 1 1 1 2 1 5 1 6 6 6 6 6 6 6 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 1 1 6 1 1 6 1 1 1 6 6 1 4 2 -9 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 0 0 7 0 8 6 6 0 1 6 0 3 1202,02 4 6 6 6 6 6 6 6 6 6 2 2 2 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1973 2 2 1 4 107 100 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 1 1 6 6 1 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1,0 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6,0 6 1 1 1 4 4 3 3 3 -1 -1 1 1 1 10 10 0 5 0 10 5 10 10 0 10 0 3 601,01 2 1 6 6 6 6 6 6 6 6 3 3 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1,0 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1967 2 2 1 5 120 113 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 6 6 6 1 6 1 1 6 6 6 1 2 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 10 0 0 8 0 9 7 10 8 4 2 0 4 601,01 4 6 6 6 6 6 6 6 6 6 3 3 3 3 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1974 1 -1 3 3 92 86 1 1 1 6 6 6 1,0 1 6 1 1 1 3 1 1 5 6 6 6 6 6 6 1 1 6 6 6 1 4 1 60000 360,61 -1 -1 -1 2 6 -1 1 1 1 1 6 1 1 1 1,0 1 1 1 1 1 6 1 1 2 1 2 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4,0 4 -1 -1 -1 -1 -1 5 1 1 6 0 0 0 2 8 0 3 1 1 0 0 3 1081,82 4 6 6 6 6 6 6 6 6 6 2 -1 -1 -1 2 -1 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1985 2 2 1 4 100 90 1 1 1 6 6 6 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 1 6 6 6 1 3 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 6 1 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 4 2 2 1 1 1 1 1 1 1 1 1 6 6 1 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 7 0 0 6 0 8 6 8 5 0 8 0 3 601,01 3 6 6 6 6 6 1 6 6 6 3 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1979,0 2 2 1 3 92 86 1,0 1 1 6 6 6 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 6 1 6 1 6 6 6 6 1 1 -1 -1,0 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 8 0 0 5 0 8 8 9 8 4 9 0 3 550 3 6 6 6 6 6 6 6 6 6 3 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1988 3 3 1 3 92 86 1 1 1 6 6 6 1 1 6 1 1 1 1 1 5 1 1 6 6 6 6 1 1 1 6 6 6 3 4 -1 -1 -1 -1 -1 6 1 6 -1 1 6 1 1 6 1 6 6 1 6 1 1 6 6 6 1 2 1 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 2 2 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 4 4 4 3 4 -1 -1 -1 -1 1 1 1 0 0 0 0 0 6 5 4 0 7 -1 0 3 781,32 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1970 1 -1 1 3 -1 86 1 1 6 6 6 6 6 1 6 1 1 1 -1 2 3 3 6 6 1 1 6 6 1 -1 6 6 6 4 -9 -1 -1 -1 -1 -1 -1 -1 6 -1 1 6 6 6 1 6 6 6 6 6 1 1 6 6 6 6 -1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 0 0 0 7 0 6 4 0 0 10 -1 0 3 540,91 2 6 6 6 6 6 1 6 6 6 2 2 2 -1 2 1 -9 -9 -9 -9 -9 6 -1 6 -1 -1 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1993 2 2 1 6 135 127 1 1 1 6 6 6 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 1 1 6 6 6 6 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 -3 -3 -3 -3 -3 -1 -1 -1 -1 -1 1 1 1 0 0 0 0 0 6 0 0 0 0 -1 0 4 1202,02 4 6 6 6 6 6 6 6 6 6 3 3 3 4 4 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1,0 -1 -1 -1 1996 3 2 1 7 200 200 1 1 6 6 6 1 1 1 6 1 1 1 2 2 1 5 6 6 6 6 6 6 6,0 6 6 6 6 1 2 1 75000 450,76 -1 -1 -1 1 6 -1 1 1 1 1 6 1,0 6 6 6 6 1 1 1 1 6 1 1 1 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1,0 1 1 0 0 0 0 0 5 0 0 0 0 -1 0 3 1502,53 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 3 -1 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1977 2 2 1 3 80 80 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 2 3 -1 -1 -1 11000 66 -1 1 6 -1 1 6 1 1 1 1 6 6 1 6 6 1 1 6 6 1 2 3 -9 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 5 3 9 0 8 6 3 4 8 0 0 4 1202,02 4 6 6 6 6 6 1 6 6 6 3 3 4 -1 3 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1,0 -1 -1 -1 1982 2 2 1 3 92 86 1 1 1 6 6 6 1 1 6 1 1 1 4 2 1 5 6 6 1 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 1 6 1,0 1 1 1 6 6 6 1 4 4 -1 -1 -1 3 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 2 1 1 1 1 1 1 1 1 1 6,0 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 5 4 0 0 7 5 0 0 3 -1 0 4 901,52 4 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 -1 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1990 3 3 1 8 140 140 1 1 1 6 6 6 1 1 6 1 1 1 2 2 1 5 6 1 6 6 6 6 6 1 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 1 6 1 6 1 1 1 1 6 1 3 3 2 1 -1 3 1 1 3 -1 -1 6 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 9 5 0 8 0 9 4 10 6 5 -1 0 4 1502,53 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 -9 -9 -9 -9 -9 -9 -9 1 360 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1,0 1979 3 3 1 4 107 100 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 5 1 6 1 6 6 6 1 1 1 6 6 6 1 4,0 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 6 6 6 6 6 6 6 6 6 1 -1,0 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 2 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 8 0 5 0 8 6 0 7 0 -1 0 3 400 2 1 6 6 6 6 6 6 6 6 3 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1974 3 3 2 6 200 200 1 1 6 6 6 6 6 1 6 1 1 1 -1 3 1 5 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 1 1 1 1 1 1 6 1 1 1 6 6 1 3 3 1 -1 -1 2 1 1 3 -1 -1 6 -1 -1 2 1 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 4 901,52 4 6 6 6 6 6 6 6 6 6 3 3 3 4 -1 -1 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1971 2 2 1 4 107 100 1 1 1 6 6 6 6 1 6 1 1 1,0 -1 1 5 1 6 6 6 6 6,0 6 6 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 -9 -1 1 6 6 6 6 1 6 6 1 6 1 6 6 6 6 6 1 -1 -1,0 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 5 0 8 0 9 4 0 0 9 -1 0 3 450,76 3 6 6 6 6 6 6 6 6 6 3 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1979 3 2 1 4 107 100 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 1 6 6 1 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 8 0 9 0 9 0 4 4 8 9 0 3 420,71 3 6 6 6 6 6 6 6 6 6 3 2 2 2 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 1989 5 3 2 5 90 90 1 1 1 6 6 6 1 1 6 1 1 1 3 1 1 5 1 6 6 6 6 6 6 6 6 6 6,0 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 1 1 1 1 1 1 1 1 1 1,0 1 1 1 3 6 1 1 1 3 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 2 1 1,0 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 3 4,0 -1 -1 -1 -1 -1 1 1 1 0 0 0 7 0 8 0 0 0 6 -1 0 3 1202,02 4 6 6 6 6 6 6 6 6 6 4 4 4 -1 -1 -1 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1986 4 3 1 5 230 220 1 1 1 6 -1 -1 1 1 1 1 1 1 1 1 5 2 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 6 6 1 6 1 6 6 1 1 6 6 6 1 1 2 -1 -1 -1 1 1 1 2 -1 -1 7 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 4 1 4 2 -1 -1 4 -1 -1 1 1 1 5 6 5 6 4 6 7 5 6 6 6 5 3 1000 4 6 6 6 6 6 6 6 6 6 2 3 3 -1 3 -9 4 -9 4 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 1 498 6 -1 6 
3 1 -1 -1,0 -1 -1 -1 -1 1975 1 -1 1 8 250 230 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 2 6 6 1 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 6 6 1 1 1 1 6 1 1 6 6 6 1 3 3 -1 -1 -1 -1 1 2 2 2 -1 7 7 -1 1 1,0 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 1,0 2 2 1 -1 2 -1 -1 4 1 1 1 7 5 6 0 8 8 6 0 0 5 10 0 4 2000 4 6 6 6 6 6 6 6 6 6 4 4 5 -1 4 4 3 3 3 4 4 1 1000 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1993 2 2 3 4 80 75 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 1 2 6 1 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 1 1 1 1 1 6 1 6 6 6 1 6 6 1 1 3 3 -1 -1 1 2 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 4 4 4 3 3 -1 -1 -1 -1 -1 1 1 1 8 7 8 9 3 9 9 7 7 7 10 3 4 800 5 6 6 6 6 6 6 6 6 6 4 4 5 -1 3 3 3 3 3 3 3 6 -1 1 560 1 415 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1964 2 3 1 3 90 85 1 1 1 6 -1 6 6 1 6 1 1 1 -1 1 1,0 2 6 6 6 1 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 1 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 -9 -9 1 1 1 1 1 1,0 1 1 1 1 6 6 6 6,0 6 1 1 1 1 1 4 4 4 4 -1 1 1 1 5 6 10 7 4 8 4 5 8 5 8 4 3 1202,02 3 6 6 6 6 6 1 6 6 6 3 2 1 -1 -1 3 -9 -9 -9 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1950 1 -1 1 4 120 115 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 2 6 6 6 6 6 6 6 6 6 6 6 1 4 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 -9 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 5 4 5 6 5 7 8 6 5 7 8 6 3 800 2 6 6 6 6 6 6 6 6 6 3 3 -9 -9 -9 3 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 3 1 1 1 1 1 -1 1974 6 3 1 4 70 65 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1,0 -1 -1,0 3 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 6 1 -9 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6,0 6 1 1 1,0 1 1 4 4 4 4 4 1 1 1 9 9 9 9 9 0 9 9 4 8 8 4 3 -3 3 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 -1 2 2 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 2004 1 -1 1 5 125 115 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 2 6 6 6 6 1 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 1 6 1 1 6 6 6 6 1 1 6 6 1 1 5 1 -1 -1 4 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 2 1 1 6 6 6 6 6 2 2 1 1 1 -1 -1 4 4 4 1 1 1 7 3 9 10 7 10 7 6 5 7 10 5 4 900 4 6 6 6 6 6 6 6 6 6 3 4 5 -1 5 4 5 5 4 4 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 4 6 6 1 6 1 -1 1919 1 -1 1 3 92 86 1 1 1 6,0 -1 -1 6 1 6 1 1 1 -1 -1 5 1 6 6 6 1 6 6 6 1 1 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6,0 6 6 1 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 -1 4 4 4 4 1 1 1 -1 -1 0 3 5 8 0 -1 -1 0 3 -1 3 -9 2 6 6 6 6 6 6 1 6 6 3 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1970 2 3 1 2 40 35 1 1 6 6 -1 -1 1 1 6 1 1 1 1 1 5 1 1 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 6 6 6 6 6 6 6 6 6 6 1 6 6 6 6 1 -1 -1 -1 -1 -1 1 1 1 2 -1 -1 7 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 0 0 0 0 4 0 0 0 2 2 5 0 2 1500 3 6 6 6 6 6 1 6 1 6 2 2 2 -1 -1 -9 2 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1926 6 3 2 3 78 73 1,0 1 1 6 -1 -1 6 1 1 1 1 1 -1 1 5 1 6 6 6 6 6 1 1 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 1 6 6 1 6 1 1 1 1 6 1 1 2 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 2 3 1 1 1 2 2 1 6 6 6,0 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 -1 -1 -1 -1 10 5 2 -1 -1 -1 10 -1 3 700 4 6 6 6 6 1 6 6 1 1 2 3 -1 -1 3 2 3 2 2 -9 2 6 -1 6 -1 6 -1,0 6 -1 6 -1,0 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1998 3 2 1 5 150 80 1 1 1 6 -1 -1 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -9 6 -1 -1 -1 -1 -1 3 6 -1 1 1 1 1 1 1 1 6 1 1 6 1 1 6 1 1 2 4 1 -1 1 2 6 -1 -1 -1 -1 -1 -1 -1 1 2 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 1 1 1 4 1 3 4 4 -1 1 1 1 1 7 3 2 8 10 5 6 6 3 5 8 0 3 1202,02 4 6 6 6 6 6 6 6 6 6 4 4 4 -1 -1 3 3 2 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 1 2000 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1992 2 2 2 5 130 130 1 1 1 6 -1 -1 6 1 6,0 1 1 1 -1 2 1 5 6 6 6 6 6 6 6 6 6 6 6 1 2 1 -1 415 -1 -1 -1 3 6 -1 1 6 1 1 1 1 6,0 6 1 6 1 1 1 6 6 1 2 5 1 -1 -1 3 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 4 1 2 4 4 -1 1 1 1 1 6 5 7 4 0 6 8 5 6 4 7 0 3 601,01 4 6 6 6 6 6 6 6 6 6 4 4 4 -1 4 3 3 -9 -9 -9 -9 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1971 2 2 2 6 160 150 1 1 1 6 -1 -1 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 6 6 6 1 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 1 6 1 1 6 6 6 1 1 2 -1 -1 -1 2 1 1 1 -1 -1 7 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 4 2 1 1 4 -1 -1 1 1 1 3 1 4 4 4 4 -1 5 4 4 4 0 8 4 3 1200 4 1 6 6 6 6 1 6 6 6 3 4 4 3 4 3 4 3 -9 3 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
4 1 -1 -1 -1 -1 -1 -1 1992 3 3 1 5 300 290 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1,0 -1 3 6 -1 1 6 6 6 6 1 6 6 1 6,0 6 1 6 6 1 1 1 4 -1 -1 1 2 1 1 2 -1 -1 17 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 6 6 6 6 6 4 1 1 1 1 -1 4 4 4 4 1 1 1 5 5 7 6 0 7 8 8 0 5 9 0 3 3000 4 6 6 6 6 6 1 6 6 6 3 2 4 -1 -1 3 -9 3 3 -9 -9 1 500 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1972 3 2 2 4 85 85 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 6 6 1 6 6 1 6 1 6 6 6 6 6 2 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 5 5 5 4 3 7 87 8 2 3 4 0 2 600 2 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 3 -9 2 2 1 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1,0 -1 -1 -1 -1 1983 2 2 2 3 90 84,0 1 1 1 6 -1 -1 6,0 1 6 1 1 1 -1,0 1 5 1 6 6 6 6 6 1 6 1 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1,0 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 1 1 1 1 -1 3 3 3 3 1 1 1 5 7 8 4 0 7 8 0 5 5 6 0 3 600 2 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
