TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
2 1 -1 -1 -1 -1 -1 -1 1974 1 -1 1 3 92 86 1 1 1 6 1 1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 1 6 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 1 6 6 6 6 6 6 6 6 1 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1,0 -1 -1 2001 5 1 5 2 77 72 1 1 1 6 1 1 6 1 6 1 1 1 -1 1 1 5 6 6 6 6 6 6 6 6,0 6 6 6 2 2 -1 -1 -1 74874 450 -1 1 6 -1 1 6 6 1 6 1 6 6 1 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1,0 -1 -1 3 3 3 3 3 3 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 4 4 -1 -1 -1 -1 -1 3 1 1 9 9 4 5 0 9 9 8 8 0 0 0 2 2000 3 6 6 6 6 6 1 6 1 6 2 2 2 -1 2 2 2 2 2 2 2 6 -1 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2004 5 1 4 1 60 58,0 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 1,0 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 83193 -1 -1 1 6 -1 1 6 6 1 6 1 6 6 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 3 3 3 1 2 1 1 1 3 3 3 6 6 1 6 6 1 1 1 4 4 3 3 3 -1,0 -1 4 1 1 5 8 0 3 0 9 8 5 6 2 0 0 4 2200 3 6 6 6 6 6 6 6 6 6 2 2 2 -1 2 2 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 1967 1 -1 3 4 107 100 1 1 1 6 1 6 6 6 6 1 1 1 -1 2 5 1 6 6 6 6 6 1 6 6 1 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 1 1 1 1 1 6 1 6 6 1 1 1 1 6 1 3 5 1 1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1,0 -1 1999 6 1 4 3 92 86 1 1 1 6 6 6 6 6,0 6 1 1 1 -1 1 5 1 6 6 1 6 6 6 6 6 6 6 6 2 -9 -1 -1 -1 74874 -1 -1 1 6 -1 1 6 1 1 1 1 6 6 6 6 6 1 6 6 6 1 2 3 -1 -1 -1 1 6,0 -1 -1 -1 -1 -1 -1 -1 3 3 3 3 3 3 2 2 2 2 3 3 3 6 6 1 6 6 1 1 1 4 4 3 3 3 -1 -1 4 1 1 5 9 2 2 0 9 9 5 5 0 0 0 2 2500 4 6 6 6 6 6 6 6 6 6 4 2 2 -1 2 2 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1980 1 -1 4 5 120 100 1 1 1 6 1 6 1 6 6 1 1 1 1 2 5 1 6 6 6 6 1 6 6 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 1 6 6 1 1 1 1 6 1 1 1 6 6 1 2 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1998 2 3 5 3 92 86 1 1 1 6 1 1 1 1 6 1,0 1 1 1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 1 1 1 6 1 1,0 6 1 1 1 6 1 2 1 1 1 -1 1 6 -1 -1 -1 -1 -1 -1 -1,0 3 3 3 3 3 2 1 1 1 1 3 1 1 6 6 6 6 6 2 2 2 4,0 4 -1 -1 -1 -1 -1 3 1 1 7 9 5 5 5 9 9 9 9 5 0 0 3 2500 4 6 6 6 6 6 6 6 6 6 4 4 4 -1 3 3 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2000 1 -1 2 3 65 65 1 1 1 6 1 1 6 6 6 1 1 1 -1 1 4 1 6 6 6 6 6 6 6 6 6 -9 -9 2 -9 -1 -1 -1 37000 222 -1 -9 -9 -1 1 6 6 1 1 1 6 6 1 6 6 1 6 6 6 1 3 3 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1964 2 2 2 4 100 90 1 1 1 6 -1 -1 6 1 6 1,0 1 1 -1 1 1 1 6 6 6 6,0 6 6 6 6 6,0 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 1 6 6 6 6 1 6 6 6 6 1 2 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 3 3 3 2 2 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 1 -9 -9 -9 -9 2 3 1 5 5 6 6 5 6 6 4 5 5 4 1 3 1200 4 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 3 -9 -9 2 2 2 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1960 2 2 1 2 77 72 1 1 6 6 -1 -1 6 6 6 1 1 1 -1 1 1 1 6 6 6 6 6 1 6 1 1 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 1 3 3 1 1 1 1 1 1 1 1 1 6 1 6 -9 -9 1 1 1 1 1 1 1 1 1 1 1 3 1 5 9 7 8 7 8 8 8 4 7 7 1 2 601,01 3 6 6 6 6 6 1 6 6 6 2 2 2 3 -1 3 3 3 3 2 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1960 2 3 2 4 100 90 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 -1 -1 -1 -1 -1 -1 1 6 -1 1 6,0 6 6 6 6 6 6 6 1 1 6 6,0 6,0 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 4 4 1 1 1 1 1 1 3 -9 3 3 1 1 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 4 4 1 0 9 9 9 9 9 9 10 0 10 8 0 2 2000 4 6 6 6 6 6 1 6 6 6 2 2 2 -1 4 3 3 3 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1971 1 -1 1 5 120 113 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 6 1 1 6 6 1 6 1 1 6 6 1 1 2 2 -1 -1 1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 2 2 1 1 1 1 1 1 1 1 6 1 6 1 6 4 4 4 1 1 -1 -1 -1 4 4 1 1 1 2 8 8 8 5 8 6 4 0 7 5 3 4 1202,02 4 6 6 6 6 6 6 6 6 6 4 4 4 2 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1,0 -1 -1 -1 -1 1960 1 -1 2 4 90 85 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6,0 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1,0 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 3 3 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 3 3 3 3 1 1 1 1 5 7 7 7 7 7 7 7 4 7 5 3 2 1202,02 3 1 6 6 6 6 1 1 1 6 2 2 2 2 -1 2 -9 -9 2 2 -9 6 -1 6,0 -1 6 -1 6 -1 6 -1 6 -1 1 420 6 
1 1 -1 -1 -1 -1 -1 -1 1960 1 -1 2 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 1 6 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 1 1 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 4 4 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 4 4 4 4 4 -1 -1 -1 -1 1 1 1 3 8 3 4 5 8 8 5 0 7 8 0 2 850 4 6 6 6 6 6 1 6 6 6 2 2 2 3 -1 3 3 3 2 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2004 3 2 2 4 107 100 1 1 1 6 -1 1 6 1 6 1 1 1 -1 1 1 1 6 1 6 6 6 6 6 6 6 6 6 2 1 -1 -1 -1 44924 270 -1 1 6 -1 1 6 6 1 6 6 6 6 6 6 6 1 6 6 6 1 1 2 -1 -1 -1,0 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 2 3 1 1 1 1 1 1 1 1,0 1 6 6 6 6,0 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 2 9 5 8 8 8 -3 8 -3 7 7 2 2 1202,02 4 6 6 6 6 6 1 6 6 6 3 3 -9 -9 3 3 2 2 -9 -9 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 2004 5 1 2 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 1 6 6 6 6 6 6 6 6 6 2 1 -1 -1 -1 44924 270 -1 1 -9 -1 1 6 6 1 6 6 6 6 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 2 3 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 2 9 5 8 8 8 -3 8 -3 7 7 2 2 1202,02 4 6 6 6 6 6 1 6 6 6 3 3 3 3 3 3 2 2 -9 -9 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1967 2 2 2 7 80 70 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1,0 2 6,0 -1 1 6 1 1 6 1 6 6 1 6 1 1 6,0 6 6 1 1 3 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1,0 2 4 1 3 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 2 1 3 3 3 -1 3 1 1 1 5 8 1 8 7 8 8 -3 -3 -3 7 3 4 901,52 4 6 6 6 6 6 6 6 6 6 3 3 3 4 -1 3 3 3 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2000 2 2 2 4 100 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 1 6 1 6 1 1 6 1 6 1 1 1 1 6 1 2 1 1 1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1 -1 -1 -1 -1 4 5 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 1200 4 6 6 6 6 6 6 6 6 6 4 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1,0 -1 -1 1960 1 -1 2 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 1 6 1,0 6 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1 1 1 6 6 6 1 6 6 1 6 1 1 6 6 6,0 6 1 -9 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1 -1 -1 -1 -1 1 1 1 1 6 8 5 8 5 9 9 9 5 8 5 0 3 1202,02 4 6 6 6 6 6 1 6 6 6 2 2 2 3 -1 3 2 -9 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1,0 6 
2 1 -1 -1 -1 -1 -1 -1 1960 2 2 2 3 86 80 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -7 3 3 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 4 1 1 2 4 3 4 0 3 8 5 4 4 6 4 3 1200 4 6 6 6 6 6 6 6 6 6 3 4 4 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 5 6 -1 6 6 1 6 1961 1 -1 2 5 90 80 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 -1 6 6 6 1 1 6 -1 -1 -1 -1 -1 -9 6 -1 1 6 1 6 6 6 6 6 1 6 1 1 1 6 6 1 2 1 -9 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 3 1 1 2 1 2 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 3 3 3 3 3 -1 3 1 5 7 7 7 8 8 9 8 0 5 5 0 4 1502,53 4 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 3 3 3 2 2 2 6 -1 -1 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 5 6 6 6 6 1 -1 1970 3 2 2 4 100 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 1 1 1 6 1 1 1 1 6 1 2 2 -9 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 2 1 1 8 8 8 8 8 8 8 8 5 7 5 1 3 1202,02 4 -9 -9 -9 -9 -9 -9 -9 -9 -9 2 2 2 3 -1 3 3 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2002 3 3 3 3 97 86 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6,0 6,0 6 1 6 6 6 1,0 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 1 6 6 6 6 6 6 1 1 6 6 6 6 4 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4,0 4 4 4 -1 -1 -1 -1 -1 3 3 1 0 8 5 5 5 5 8 7 0 6 3 0 3 751,27 4 6 6 6 6 6 1 6 6 6 3 3 3 -1 -1 3 3 3 2 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
7 1 -1 -1 -1 -1 -1 -1 1974 2 3 1 3 140 86 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 1 1 1 1 6 6 4 -9 -1 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 1 1 6 6 1 6 6 1 1 6 6 6 3 6 1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 3 2 3 1 1 2 1 2 1 1 1 1 6 6 6 6 6 1 1 1 4 1 4 4 -9 -1 -9 4 1 1 6 7 4 8 5 7 8 8 5 8 5 1 3 3000 3 6 -9 6 6 6 1 6 6 -9 2 2 2 -1 2 2 3 3 2 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1,0 -1 -1 -1 -1 -1 -1 1962 2 2 3 4 100 90 1 1 1 1 -1 -1 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1,0 1 1 6 1 6 1 6 6 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 -9 1 1 1 1 1 1 1 1 1 1 1 1 -9 -9 -9 1 1 1 1 1 4 4 4 4 4 1 1,0 1 5 8 7 8 5 8 8 -9 8 7 4 1 4 901,52 4 1 6 6 6 6 1 6 6 6 3 3 3 3 -1 3 3 -9 2 2 2 1 240 6,0 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1966 2 2 2 6 135 127 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 2 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 1 6 1 1 6 6 1 1 1 1 -1 -1 1 1 6 -1 -1 -1 -1 -1 -1 -1 4 1 4 1 2 1 1 1 1 1 1 1 1 6 1 6 6 6 4 4 4 4 1 -1 -1 -1 -1 4 1 5 1 0 9 4 5 4 8 9 -9 0 5 5 0 2 1803,04 4 6 6 6 6 6 1 6 6 6 2 2 2 3 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1,0 1964 1 -1 2 4 70 65 1 1,0 1 6 -1 -1 6 1 6 6 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6,0 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 1 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 3 1 1 1 1 1,0 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 4 8 8 8 8 8 8 8 -9 8 3 7 3 1000 4 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 3 3 3 3 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2000 2 2 2 6 140 127 1 1 1 6 -1 -1 6 1 1 6 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 1 99832 600 -1 -1 -1 1 6 -1 1 1 1 1 6 1 6 6 1 6 1 1 1 6 6 1 4 2 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 2 2 1 -9 -9 -9 -9 -9 -9 -9 6 6 6 -9 -9 2 2 2 2 2 -1 -1 -1 -1 -1 1 3 1 0 8 0 5 8 8 8 4 1 -9 4 0 3 1400 4 6 6 6 6 6 1 6 6 6 3 2 2 4 3 -9 -9 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1964 2 2 2 6,0 135 127 1 1 1 6 -1 -1 6 6 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1,0 1 1 6 6 6,0 6 6 6,0 1 6 1 1 6 6 6 1 2 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 2 1 -9 -9 -9 -9 -9 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 3 1 1 1 1 4 7 5 7 7 8 -9 -9 4 0 0 0 3 1202,02 3 1 6 6 6 6 1 6 1 6 2 2 2 2 -1 3 3 3 -9 2 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1994 1 -1 2 4 100 93 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 1 116470 700 -1 -1 -1 1 6 -1 1 1 1 1 1 1 6 6 1 6 1 1 6 6 6 1 4 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 1 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 2 2 -1 -1 -1 -1 -1 1 1 1 5 8 5 8 5 8 8 8 5 8 8 0 3 1800 4 6 6 6 6 6 1 6 6 6 3 2 2 -1 3 3 3 3 2 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1994 1 -1 2 4 100 93 1,0 1 1 6 -1 -1 6 1,0 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 1 116470 700 -1 -1 -1 1 6 -1 1 1 1 1 1 1 6 6 1 6 1 1 6 6 6 1 4 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 1 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 2 2 -1 -1 -1 -1 -1 1,0 1 1 5 8 5 8 5 8 8 8 5 8 8 0 3 1800 4 6 6 6 6 6 1 6 6 6 3 2 2 -1 3 3 3 3 2 -9 -9 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1964 3 2 2 7 141 70 1 1 1 6 6 6 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 1 1 6 6 6 1 1 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 3 1 3 3 2 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1 -1 -1 -1 -1 2 1 1 1 -9 9 8 8 8 8 8 8 -9 -9 8 5 5 901,52 4 6 6 6 6 6 6 6 6 6 3 3 3 3 -1 3 3 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 2004 2 2 2 6 135 127 1 1 1 6 -1 -1 1 6,0 6 1 1 1 1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 1 1 52000 312,53 -1 -1 -1 1 6 -1 1 1,0 1,0 1 6 1 6 6 6 6 6 1 1 1 6 1 2 4 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 -9 -9 -9 3 -9 -9 -9 -9 -9 -9 1 6 6 6 6 6 4 4 4 4,0 4 -1 -1 -1 -1,0 -1 1 1 1 8 3 8 3 5 9 9 7 2 9 7 1 3 2000 4 6 6 6 6 6 1 6 6 6 2 2 -1 -1 -1 -9 -9 -9 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
1 1 -1 -1 -1 -1 -1 -1 1962 2 2 2 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 1 1 6 6 6 6 6 1 6 1 6 6 6 1 1 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 3 1 3 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 4 4 4 -9 4 -1 -1 -1 -1 1 1 1 5 8 7 8 5 8 8 8 6 7 7 1 2 500 3 6 6 6 6 6 1 6 6 6 3 3 3 2 -1 3 -9 -9 2 2 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
